SourceID,SourceType,TargetID,TargetType,Distance
351,VillageCooperative,9,DistrictCenter,36.02428054827862
351,VillageCooperative,18,DistrictCenter,46.53838863372707
352,VillageCooperative,18,DistrictCenter,32.586566360272805
353,VillageCooperative,18,DistrictCenter,29.126259736064053
354,VillageCooperative,9,DistrictCenter,21.073560215026557
355,VillageCooperative,9,DistrictCenter,36.79784261236405
355,VillageCooperative,18,DistrictCenter,45.25266575667359
358,VillageCooperative,13,DistrictCenter,37.060037455914006
358,VillageCooperative,18,DistrictCenter,36.21025709531083
359,VillageCooperative,13,DistrictCenter,42.58083471330683
359,VillageCooperative,18,DistrictCenter,35.52444534953623
360,VillageCooperative,13,DistrictCenter,29.709885500947042
361,VillageCooperative,13,DistrictCenter,32.292657378925576
361,VillageCooperative,18,DistrictCenter,40.70741437796941
362,VillageCooperative,18,DistrictCenter,20.725814444461307
364,VillageCooperative,18,DistrictCenter,23.03585659711684
365,VillageCooperative,18,DistrictCenter,48.16826338632016
366,VillageCooperative,9,DistrictCenter,30.563761273195627
367,VillageCooperative,9,DistrictCenter,37.448567308645174
367,VillageCooperative,18,DistrictCenter,48.507106084515236
371,VillageCooperative,9,DistrictCenter,24.62175663769657
372,VillageCooperative,9,DistrictCenter,25.684938770391394
373,VillageCooperative,9,DistrictCenter,30.19788769551895
377,VillageCooperative,13,DistrictCenter,34.2993263456091
378,VillageCooperative,13,DistrictCenter,37.67970370316948
379,VillageCooperative,13,DistrictCenter,27.699278520610186
380,VillageCooperative,13,DistrictCenter,34.324746175366734
382,VillageCooperative,13,DistrictCenter,23.58733797159834
383,VillageCooperative,13,DistrictCenter,27.534521076632284
386,VillageCooperative,18,DistrictCenter,36.66166874231698
387,VillageCooperative,18,DistrictCenter,43.469584268859194
388,VillageCooperative,18,DistrictCenter,42.684413867779234
392,VillageCooperative,9,DistrictCenter,46.07438376219083
393,VillageCooperative,9,DistrictCenter,36.77076187483365
394,VillageCooperative,9,DistrictCenter,41.459835358555196
396,VillageCooperative,9,DistrictCenter,44.108417226623374
396,VillageCooperative,18,DistrictCenter,47.37136801286478
397,VillageCooperative,9,DistrictCenter,41.39388158219731
403,VillageCooperative,50,DistrictCenter,44.182644568803774
403,VillageCooperative,62,DistrictCenter,25.901886241711193
403,VillageCooperative,69,DistrictCenter,40.03114799621808
405,VillageCooperative,50,DistrictCenter,34.89368477485844
405,VillageCooperative,69,DistrictCenter,46.82433417709362
407,VillageCooperative,50,DistrictCenter,33.942042958828246
407,VillageCooperative,69,DistrictCenter,49.74549911128464
409,VillageCooperative,50,DistrictCenter,43.5631562002238
409,VillageCooperative,62,DistrictCenter,49.69258384377304
409,VillageCooperative,69,DistrictCenter,38.48276102758544
421,VillageCooperative,50,DistrictCenter,37.64722310604893
421,VillageCooperative,54,DistrictCenter,44.17181887640941
423,VillageCooperative,5,DistrictCenter,30.59901563699028
424,VillageCooperative,5,DistrictCenter,36.23977351748397
425,VillageCooperative,5,DistrictCenter,36.7498902196997
426,VillageCooperative,5,DistrictCenter,36.9488602779115
427,VillageCooperative,9,DistrictCenter,43.34696445098227
428,VillageCooperative,5,DistrictCenter,35.951940461154784
428,VillageCooperative,9,DistrictCenter,47.097807962229844
431,VillageCooperative,13,DistrictCenter,22.744003074667674
433,VillageCooperative,13,DistrictCenter,24.904543385793847
433,VillageCooperative,18,DistrictCenter,49.59910694484269
445,VillageCooperative,24,DistrictCenter,33.858179939249375
445,VillageCooperative,31,DistrictCenter,22.201704903733166
445,VillageCooperative,62,DistrictCenter,43.42149013400417
445,VillageCooperative,69,DistrictCenter,35.54118332932159
446,VillageCooperative,24,DistrictCenter,28.912400288667612
446,VillageCooperative,31,DistrictCenter,26.13738554237938
446,VillageCooperative,62,DistrictCenter,39.370001011205645
446,VillageCooperative,69,DistrictCenter,34.135635984143796
447,VillageCooperative,24,DistrictCenter,31.52919045693713
447,VillageCooperative,31,DistrictCenter,25.96129084672176
447,VillageCooperative,62,DistrictCenter,39.632253511663585
447,VillageCooperative,69,DistrictCenter,32.472890265499316
471,VillageCooperative,62,DistrictCenter,47.39291451158586
471,VillageCooperative,69,DistrictCenter,31.581149799127633
473,VillageCooperative,50,DistrictCenter,43.56259352290106
473,VillageCooperative,62,DistrictCenter,49.69284921088857
473,VillageCooperative,69,DistrictCenter,38.48325729261449
475,VillageCooperative,50,DistrictCenter,43.56343753931007
475,VillageCooperative,62,DistrictCenter,49.692451162443795
475,VillageCooperative,69,DistrictCenter,38.48251289624166
477,VillageCooperative,50,DistrictCenter,30.717511213369576
477,VillageCooperative,69,DistrictCenter,49.31845953707814
479,VillageCooperative,69,DistrictCenter,37.9297058236313
481,VillageCooperative,69,DistrictCenter,37.92954040428499
483,VillageCooperative,62,DistrictCenter,47.39276738280758
483,VillageCooperative,69,DistrictCenter,31.58074219544868
485,VillageCooperative,69,DistrictCenter,37.9297058236313
489,VillageCooperative,98,DistrictCenter,33.33021250136691
489,VillageCooperative,102,DistrictCenter,33.33021250136691
490,VillageCooperative,98,DistrictCenter,37.49648817938631
490,VillageCooperative,102,DistrictCenter,37.49648817938631
491,VillageCooperative,98,DistrictCenter,37.49648817938631
491,VillageCooperative,102,DistrictCenter,37.49648817938631
492,VillageCooperative,98,DistrictCenter,37.49648817938631
492,VillageCooperative,102,DistrictCenter,37.49648817938631
493,VillageCooperative,98,DistrictCenter,37.49648817938631
493,VillageCooperative,102,DistrictCenter,37.49648817938631
496,VillageCooperative,24,DistrictCenter,41.45106845836018
497,VillageCooperative,69,DistrictCenter,34.38509960432717
498,VillageCooperative,24,DistrictCenter,45.543415875324015
500,VillageCooperative,69,DistrictCenter,34.38509960432717
501,VillageCooperative,24,DistrictCenter,26.78153233523718
501,VillageCooperative,69,DistrictCenter,29.896295782999502
502,VillageCooperative,62,DistrictCenter,44.97927329367485
502,VillageCooperative,69,DistrictCenter,27.171505290220406
503,VillageCooperative,98,DistrictCenter,42.81946718565252
503,VillageCooperative,102,DistrictCenter,42.81946718565252
504,VillageCooperative,98,DistrictCenter,25.81163720567237
504,VillageCooperative,102,DistrictCenter,25.81163720567237
509,VillageCooperative,62,DistrictCenter,33.584260583873395
518,VillageCooperative,24,DistrictCenter,25.27148020594592
518,VillageCooperative,69,DistrictCenter,29.5531683763894
519,VillageCooperative,62,DistrictCenter,24.171054571558766
520,VillageCooperative,62,DistrictCenter,24.17115770730059
521,VillageCooperative,18,DistrictCenter,22.98335928175061
522,VillageCooperative,18,DistrictCenter,21.556411620331616
523,VillageCooperative,18,DistrictCenter,26.29650081519106
524,VillageCooperative,18,DistrictCenter,26.101794607153337
525,VillageCooperative,18,DistrictCenter,30.2522017596784
526,VillageCooperative,18,DistrictCenter,29.254814765825536
527,VillageCooperative,18,DistrictCenter,26.492791190040883
528,VillageCooperative,18,DistrictCenter,28.466528446220337
529,VillageCooperative,18,DistrictCenter,20.208812564228754
531,VillageCooperative,18,DistrictCenter,20.918959586170853
532,VillageCooperative,18,DistrictCenter,48.600008819485076
534,VillageCooperative,18,DistrictCenter,45.00465057118146
535,VillageCooperative,18,DistrictCenter,42.10874513414533
536,VillageCooperative,18,DistrictCenter,29.753500506186736
537,VillageCooperative,13,DistrictCenter,40.6772405663591
537,VillageCooperative,18,DistrictCenter,43.42306360943081
538,VillageCooperative,13,DistrictCenter,30.169373066143606
539,VillageCooperative,13,DistrictCenter,37.333807020904175
540,VillageCooperative,13,DistrictCenter,35.60878548392112
540,VillageCooperative,18,DistrictCenter,49.947914374581934
541,VillageCooperative,13,DistrictCenter,35.115161817644314
541,VillageCooperative,18,DistrictCenter,45.10792796777493
542,VillageCooperative,13,DistrictCenter,34.92597520810339
543,VillageCooperative,13,DistrictCenter,45.03834535923829
544,VillageCooperative,13,DistrictCenter,48.11624701541128
544,VillageCooperative,18,DistrictCenter,43.560322643643005
545,VillageCooperative,13,DistrictCenter,28.991675651854557
546,VillageCooperative,13,DistrictCenter,24.27696690912187
547,VillageCooperative,13,DistrictCenter,34.5961448986556
548,VillageCooperative,13,DistrictCenter,21.11066193651853
549,VillageCooperative,13,DistrictCenter,25.689123518115455
550,VillageCooperative,13,DistrictCenter,49.6570855432586
551,VillageCooperative,13,DistrictCenter,31.344563033835342
551,VillageCooperative,18,DistrictCenter,47.867921705899235
553,VillageCooperative,13,DistrictCenter,20.803446110033963
554,VillageCooperative,18,DistrictCenter,38.48695091343511
555,VillageCooperative,18,DistrictCenter,39.99168406099736
556,VillageCooperative,18,DistrictCenter,46.57490145060819
557,VillageCooperative,18,DistrictCenter,48.54618950907676
558,VillageCooperative,18,DistrictCenter,42.49204466533662
559,VillageCooperative,18,DistrictCenter,49.96603584023215
560,VillageCooperative,18,DistrictCenter,44.31115547208932
561,VillageCooperative,18,DistrictCenter,33.2205541361503
562,VillageCooperative,13,DistrictCenter,44.01564048196398
562,VillageCooperative,18,DistrictCenter,49.9714594552952
563,VillageCooperative,13,DistrictCenter,33.57625944944072
563,VillageCooperative,18,DistrictCenter,48.12829232582092
564,VillageCooperative,13,DistrictCenter,28.5350331218938
566,VillageCooperative,13,DistrictCenter,35.04750258007325
567,VillageCooperative,13,DistrictCenter,31.73106319394253
568,VillageCooperative,13,DistrictCenter,45.67662102535728
569,VillageCooperative,13,DistrictCenter,45.307094574256325
570,VillageCooperative,13,DistrictCenter,34.5262372983967
571,VillageCooperative,13,DistrictCenter,30.376206437793144
574,VillageCooperative,13,DistrictCenter,30.40066907252757
576,VillageCooperative,13,DistrictCenter,21.135144458590055
577,VillageCooperative,13,DistrictCenter,31.093543857047578
578,VillageCooperative,13,DistrictCenter,42.50985790479766
579,VillageCooperative,13,DistrictCenter,31.66044055427106
580,VillageCooperative,13,DistrictCenter,27.143612176200747
581,VillageCooperative,13,DistrictCenter,28.053207073753278
582,VillageCooperative,13,DistrictCenter,26.27825345048849
583,VillageCooperative,13,DistrictCenter,27.9844510191669
584,VillageCooperative,13,DistrictCenter,28.570787744676778
584,VillageCooperative,18,DistrictCenter,47.17426217341107
585,VillageCooperative,13,DistrictCenter,41.026121491333896
586,VillageCooperative,13,DistrictCenter,26.678295866355803
587,VillageCooperative,62,DistrictCenter,24.17115770730059
588,VillageCooperative,62,DistrictCenter,24.171209276424545
589,VillageCooperative,50,DistrictCenter,43.563015530786565
589,VillageCooperative,62,DistrictCenter,49.692650184994385
589,VillageCooperative,69,DistrictCenter,38.482885093549825
590,VillageCooperative,62,DistrictCenter,33.208579914497186
590,VillageCooperative,69,DistrictCenter,22.131213447657345
591,VillageCooperative,62,DistrictCenter,27.947410652872037
592,VillageCooperative,62,DistrictCenter,24.171209276424545
593,VillageCooperative,54,DistrictCenter,39.98122533615334
594,VillageCooperative,24,DistrictCenter,26.78153233523718
594,VillageCooperative,69,DistrictCenter,29.896295782999502
595,VillageCooperative,62,DistrictCenter,33.722411580712254
596,VillageCooperative,62,DistrictCenter,26.24141728851921
597,VillageCooperative,24,DistrictCenter,41.39975501179199
598,VillageCooperative,50,DistrictCenter,48.7558433071204
598,VillageCooperative,62,DistrictCenter,30.728489215728672
598,VillageCooperative,69,DistrictCenter,23.793937093805795
599,VillageCooperative,62,DistrictCenter,20.30466651560412
600,VillageCooperative,62,DistrictCenter,24.171209276424545
601,VillageCooperative,62,DistrictCenter,24.17115770730059
602,VillageCooperative,62,DistrictCenter,31.693210572872314
602,VillageCooperative,69,DistrictCenter,21.461248066591683
605,VillageCooperative,18,DistrictCenter,31.982226430580145
607,VillageCooperative,18,DistrictCenter,37.027533777467234
608,VillageCooperative,18,DistrictCenter,29.097093469980212
609,VillageCooperative,13,DistrictCenter,27.28410679438696
614,VillageCooperative,13,DistrictCenter,25.13965130357135
615,VillageCooperative,13,DistrictCenter,33.85144985081946
616,VillageCooperative,13,DistrictCenter,29.966676433775238
617,VillageCooperative,13,DistrictCenter,24.449586538645686
618,VillageCooperative,13,DistrictCenter,21.90905513791011
619,VillageCooperative,13,DistrictCenter,42.27825420992218
619,VillageCooperative,18,DistrictCenter,33.43475070005445
620,VillageCooperative,13,DistrictCenter,34.66260017873055
620,VillageCooperative,18,DistrictCenter,40.41061041988447
621,VillageCooperative,18,DistrictCenter,20.41348170314684
624,VillageCooperative,18,DistrictCenter,41.203120429657424
625,VillageCooperative,18,DistrictCenter,37.13387399824856
628,VillageCooperative,9,DistrictCenter,32.20899905173174
629,VillageCooperative,9,DistrictCenter,45.069886945942855
629,VillageCooperative,18,DistrictCenter,48.633021134041854
630,VillageCooperative,9,DistrictCenter,29.502082200944212
631,VillageCooperative,9,DistrictCenter,49.188399504641914
631,VillageCooperative,18,DistrictCenter,45.04381116772111
635,VillageCooperative,13,DistrictCenter,25.548721870205615
635,VillageCooperative,18,DistrictCenter,46.664868935134244
639,VillageCooperative,5,DistrictCenter,28.845056403526694
640,VillageCooperative,5,DistrictCenter,34.99445419364285
641,VillageCooperative,5,DistrictCenter,38.564495877811815
642,VillageCooperative,5,DistrictCenter,32.50353832389068
643,VillageCooperative,5,DistrictCenter,48.548967445661226
643,VillageCooperative,9,DistrictCenter,40.99422988589319
644,VillageCooperative,9,DistrictCenter,40.2052568520508
653,VillageCooperative,5,DistrictCenter,44.671229892653486
653,VillageCooperative,9,DistrictCenter,48.48661451809586
654,VillageCooperative,9,DistrictCenter,40.78473814152654
655,VillageCooperative,9,DistrictCenter,41.88170432101654
656,VillageCooperative,13,DistrictCenter,42.688251453005044
657,VillageCooperative,18,DistrictCenter,33.23672593834015
658,VillageCooperative,18,DistrictCenter,37.336671054297796
659,VillageCooperative,13,DistrictCenter,26.25542010197621
664,VillageCooperative,24,DistrictCenter,25.975815641574844
664,VillageCooperative,31,DistrictCenter,28.67724777570598
664,VillageCooperative,62,DistrictCenter,37.06590211104634
664,VillageCooperative,69,DistrictCenter,33.63980242798288
665,VillageCooperative,5,DistrictCenter,39.161973595854704
665,VillageCooperative,9,DistrictCenter,44.093866852290624
673,VillageCooperative,5,DistrictCenter,37.01321389909127
673,VillageCooperative,9,DistrictCenter,48.41399067353647
676,VillageCooperative,5,DistrictCenter,25.870886752943683
677,VillageCooperative,5,DistrictCenter,30.217131663430166
678,VillageCooperative,5,DistrictCenter,29.803447914037967
679,VillageCooperative,9,DistrictCenter,40.23400632067306
680,VillageCooperative,9,DistrictCenter,44.92445703659829
681,VillageCooperative,9,DistrictCenter,38.117220015906085
682,VillageCooperative,9,DistrictCenter,40.07068773461168
684,VillageCooperative,24,DistrictCenter,34.20425769011257
684,VillageCooperative,69,DistrictCenter,47.49520941598909
685,VillageCooperative,24,DistrictCenter,34.957399000743656
685,VillageCooperative,62,DistrictCenter,49.87042100417856
685,VillageCooperative,69,DistrictCenter,43.56132531548245
