UnitID,UnitType,Pincode,District,State,Latitude,Longitude,Capacity,CapacityUnit,StorageCostPerKg
31,DistrictCenter,382122,GANDHINAGAR,GUJARAT,23.2578819,72.4728966,2889.0,liters,0.09518864659051575
32,BMC,382122,GANDHINAGAR,GUJARAT,23.2578819,72.4728966,3000.0,liters,0.09166666666666666
33,ColdStorage,382122,GANDHINAGAR,GUJARAT,23.2578819,72.4728966,83957.0,liters,0.14888573912836334
34,VillageCooperative,382315,GANDHINAGAR,GUJARAT,23.176117,72.890379,3390.0,liters,0.08112094395280237
35,VillageCooperative,385421,BANAS KANTHA,GUJARAT,23.992119,72.613518,1186.0,liters,0.2318718381112985
36,Retail,226003,LUCKNOW,UTTAR PRADESH,26.8685,80.9079,,,
37,Warehouse,226003,LUCKNOW,UTTAR PRADESH,26.8685,80.9079,6148.0,tons,1.2199089134677945
38,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.64909,73.0663,4493.0,liters,0.06120632094369018
39,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.629,72.987,2286.0,liters,0.12029746281714786
40,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.6655,73.09734,2536.0,liters,0.10843848580441641
41,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5588,72.84711,3122.0,liters,0.08808456117873158
42,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5336,73.02318,3511.0,liters,0.07832526345770435
43,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.616913,72.940151,2862.0,liters,0.09608665269042628
44,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5373,72.9822,1795.0,liters,0.1532033426183844
45,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5672,72.9209,500.0,liters,0.55
46,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5857,72.9962,1532.0,liters,0.17950391644908617
47,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.529019,72.90176,3066.0,liters,0.08969341161121983
48,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5745,73.0309,965.0,liters,0.2849740932642487
49,Retail,392220,VADODARA,GUJARAT,22.307159,73.181219,,,
50,DistrictCenter,392220,VADODARA,GUJARAT,22.307159,73.181219,2500.0,liters,0.11
51,ColdStorage,392220,VADODARA,GUJARAT,22.307159,73.181219,90874.0,liters,0.13755309549486103
52,Warehouse,392220,VADODARA,GUJARAT,22.307159,73.181219,7353.0,tons,1.0199918400652794
53,Retail,392220,VADODARA,GUJARAT,21.928146,73.02333,,,
54,DistrictCenter,392220,VADODARA,GUJARAT,21.928146,73.02333,3286.0,liters,0.08368837492391966
55,ColdStorage,392220,VADODARA,GUJARAT,21.928146,73.02333,90183.0,liters,0.1386070545446481
56,Warehouse,392220,VADODARA,GUJARAT,21.928146,73.02333,1155.0,tons,6.4935064935064934
57,Retail,392220,VADODARA,GUJARAT,21.890321,73.154308,,,
58,Retail,392220,VADODARA,GUJARAT,21.89279,73.123151,,,
59,VillageCooperative,387710,ANAND,GUJARAT,22.893,72.9752,2374.0,liters,0.11583824768323504
60,Retail,387710,ANAND,GUJARAT,22.893,72.9752,,,
61,Plant,387710,ANAND,GUJARAT,22.893,72.9752,,,
62,DistrictCenter,387710,ANAND,GUJARAT,22.893,72.9752,2446.0,liters,0.11242845461978741
63,BMC,387710,ANAND,GUJARAT,22.893,72.9752,200.0,liters,1.375
64,ColdStorage,387710,ANAND,GUJARAT,22.893,72.9752,25306.0,liters,0.4939540030032403
65,Warehouse,387710,ANAND,GUJARAT,22.893,72.9752,9676.0,tons,0.7751136833402232
66,VillageCooperative,388430,ANAND,GUJARAT,22.819547,72.748437,941.0,liters,0.2922422954303932
67,Retail,388430,ANAND,GUJARAT,22.819547,72.748437,,,
68,Plant,388430,ANAND,GUJARAT,22.819547,72.748437,,,
69,DistrictCenter,388430,ANAND,GUJARAT,22.819547,72.748437,2849.0,liters,0.09652509652509653
70,BMC,388430,ANAND,GUJARAT,22.819547,72.748437,10000.0,liters,0.0275
71,ColdStorage,388430,ANAND,GUJARAT,22.819547,72.748437,18705.0,liters,0.6682705159048383
72,Warehouse,388430,ANAND,GUJARAT,22.819547,72.748437,2733.0,tons,2.74423710208562
73,VillageCooperative,388625,ANAND,GUJARAT,22.4888098,72.6579805,1715.0,liters,0.16034985422740525
74,Retail,388625,ANAND,GUJARAT,22.4888098,72.6579805,,,
75,VillageCooperative,388625,ANAND,GUJARAT,22.37562,72.4622,3942.0,liters,0.06976154236428209
76,Retail,388625,ANAND,GUJARAT,22.37562,72.4622,,,
77,VillageCooperative,388150,ANAND,GUJARAT,22.4884,72.6977,3198.0,liters,0.0859912445278299
78,Retail,388150,ANAND,GUJARAT,22.4884,72.6977,,,
79,VillageCooperative,388150,ANAND,GUJARAT,22.476648,72.799203,1675.0,liters,0.16417910447761194
80,Retail,388150,ANAND,GUJARAT,22.476648,72.799203,,,
81,VillageCooperative,388150,ANAND,GUJARAT,22.536596,72.7218039,2214.0,liters,0.12420957542908763
82,Retail,388150,ANAND,GUJARAT,22.536596,72.7218039,,,
83,VillageCooperative,388150,ANAND,GUJARAT,22.476647,72.799204,1328.0,liters,0.20707831325301204
84,Retail,388150,ANAND,GUJARAT,22.476647,72.799204,,,
85,VillageCooperative,388450,ANAND,GUJARAT,22.4943233,72.8098094,3444.0,liters,0.07984901277584204
86,Retail,388450,ANAND,GUJARAT,22.4943233,72.8098094,,,
87,VillageCooperative,388460,ANAND,GUJARAT,22.5487507,72.8522824,4412.0,liters,0.062330009066183134
88,Retail,388460,ANAND,GUJARAT,22.5487507,72.8522824,,,
89,VillageCooperative,388570,ANAND,GUJARAT,22.327806,72.812029,4706.0,liters,0.05843603909902252
90,Retail,388570,ANAND,GUJARAT,22.327806,72.812029,,,
91,VillageCooperative,388170,ANAND,GUJARAT,22.313126,72.619396,1537.0,liters,0.1789199739752765
92,Retail,388170,ANAND,GUJARAT,22.313126,72.619396,,,
93,VillageCooperative,388170,ANAND,GUJARAT,22.31312,72.619402,4485.0,liters,0.06131549609810479
94,Retail,388170,ANAND,GUJARAT,22.31312,72.619402,,,
95,VillageCooperative,387240,ANAND,GUJARAT,22.536596,72.7218049,1421.0,liters,0.19352568613652357
96,Retail,387240,ANAND,GUJARAT,22.536596,72.7218049,,,
97,VillageCooperative,387550,KHEDA,GUJARAT,15.5934,72.664,4857.0,liters,0.056619312332715666
98,DistrictCenter,387550,KHEDA,GUJARAT,15.5934,72.664,4848.0,liters,0.056724422442244224
99,BMC,387550,KHEDA,GUJARAT,15.5934,72.664,3000.0,liters,0.09166666666666666
100,ColdStorage,387550,KHEDA,GUJARAT,15.5934,72.664,63270.0,liters,0.19756598703967124
101,VillageCooperative,387550,KHEDA,GUJARAT,15.5934,72.664,4111.0,liters,0.06689369982972512
102,DistrictCenter,387550,KHEDA,GUJARAT,15.5934,72.664,2578.0,liters,0.10667183863460046
103,BMC,387550,KHEDA,GUJARAT,15.5934,72.664,10000.0,liters,0.0275
104,ColdStorage,387550,KHEDA,GUJARAT,15.5934,72.664,72941.0,liters,0.1713713823501186
105,VillageCooperative,387365,KHEDA,GUJARAT,22.750651,72.68466599999999,3796.0,liters,0.07244467860906217
106,VillageCooperative,387380,KHEDA,GUJARAT,22.7084,72.6638,849.0,liters,0.32391048292108365
107,VillageCooperative,387115,KHEDA,GUJARAT,22.6826401,72.8803405,2648.0,liters,0.10385196374622356
108,VillageCooperative,387115,KHEDA,GUJARAT,22.700007,72.866693,2222.0,liters,0.12376237623762376
109,VillageCooperative,387330,KHEDA,GUJARAT,22.7507,73.0346,4776.0,liters,0.05757956448911223
110,VillageCooperative,387330,KHEDA,GUJARAT,22.819006,72.9387909,4955.0,liters,0.055499495459132187
111,VillageCooperative,387650,KHEDA,GUJARAT,23.1198,73.0638,4135.0,liters,0.06650544135429262
112,VillageCooperative,387650,KHEDA,GUJARAT,23.1198,73.0638,4684.0,liters,0.05871050384286934
113,VillageCooperative,387650,KHEDA,GUJARAT,23.1198,73.0638,4716.0,liters,0.058312128922815946
114,VillageCooperative,387650,KHEDA,GUJARAT,15.5934,73.0638,3263.0,liters,0.08427827152926755
115,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.611857,73.042741,3128.0,liters,0.0879156010230179
116,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.53635,72.99789,3339.0,liters,0.08235998802036539
117,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.597737,72.949009,2367.0,liters,0.11618081960287284
118,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5319,73.0592,1420.0,liters,0.1936619718309859
119,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.6015,72.9867,547.0,liters,0.5027422303473492
120,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.6682,73.1342,1535.0,liters,0.1791530944625407
121,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5488,72.9909,1400.0,liters,0.19642857142857142
122,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5859,72.8958,3704.0,liters,0.074244060475162
123,VillageCooperative,383001,SABAR KANTHA,GUJARAT,23.5578,72.90508,4546.0,liters,0.06049274087109547
124,VillageCooperative,387350,KHEDA,GUJARAT,22.938,72.905,3171.0,liters,0.08672343109429202
125,VillageCooperative,387350,KHEDA,GUJARAT,22.938,72.905,2715.0,liters,0.10128913443830571
126,VillageCooperative,387560,KHEDA,GUJARAT,15.082,77.8131,1146.0,liters,0.2399650959860384
127,VillageCooperative,387560,KHEDA,GUJARAT,15.5934,72.664,670.0,liters,0.41044776119402987
128,VillageCooperative,387710,KHEDA,GUJARAT,15.5934,75.5736,1946.0,liters,0.14131551901336073
129,VillageCooperative,387210,ANAND,GUJARAT,22.5797,72.69777,4065.0,liters,0.06765067650676507
130,Retail,387210,ANAND,GUJARAT,22.5797,72.69777,,,
131,VillageCooperative,388430,ANAND,GUJARAT,22.560876,72.954766,3517.0,liters,0.07819164060278647
132,Retail,388430,ANAND,GUJARAT,22.560876,72.954766,,,
133,VillageCooperative,388610,ANAND,GUJARAT,22.313122,72.6194,1672.0,liters,0.16447368421052633
134,Retail,388610,ANAND,GUJARAT,22.313122,72.6194,,,
135,VillageCooperative,388625,ANAND,GUJARAT,22.31312,72.619402,1573.0,liters,0.17482517482517482
136,Retail,388625,ANAND,GUJARAT,22.31312,72.619402,,,
137,VillageCooperative,388625,ANAND,GUJARAT,22.4888108,72.6579795,2891.0,liters,0.09512279488066414
138,Retail,388625,ANAND,GUJARAT,22.4888108,72.6579795,,,
139,VillageCooperative,388625,ANAND,GUJARAT,22.31312,72.619402,1634.0,liters,0.16829865361077112
140,Retail,388625,ANAND,GUJARAT,22.31312,72.619402,,,
141,VillageCooperative,388625,ANAND,GUJARAT,22.313119,72.619403,4126.0,liters,0.06665050896752303
142,Retail,388625,ANAND,GUJARAT,22.313119,72.619403,,,
143,VillageCooperative,388590,ANAND,GUJARAT,22.398449,72.899308,4006.0,liters,0.06864702945581627
144,Retail,388590,ANAND,GUJARAT,22.398449,72.899308,,,
145,VillageCooperative,388590,ANAND,GUJARAT,22.357515,72.8628037,2324.0,liters,0.11833046471600689
146,Retail,388590,ANAND,GUJARAT,22.357515,72.8628037,,,
147,VillageCooperative,388550,ANAND,GUJARAT,22.313121,72.619401,2714.0,liters,0.10132645541635962
148,Retail,388550,ANAND,GUJARAT,22.313121,72.619401,,,
149,VillageCooperative,388550,ANAND,GUJARAT,22.5262028,72.7030618,4605.0,liters,0.05971769815418024
150,Retail,388550,ANAND,GUJARAT,22.5262028,72.7030618,,,
151,VillageCooperative,388550,ANAND,GUJARAT,22.313118,72.619404,582.0,liters,0.4725085910652921
152,Retail,388550,ANAND,GUJARAT,22.313118,72.619404,,,
153,VillageCooperative,388550,ANAND,GUJARAT,22.31312,72.619402,1054.0,liters,0.26091081593927895
154,Retail,388550,ANAND,GUJARAT,22.31312,72.619402,,,
155,VillageCooperative,388620,ANAND,GUJARAT,22.31312,72.619402,2428.0,liters,0.11326194398682043
156,Retail,388620,ANAND,GUJARAT,22.31312,72.619402,,,
157,VillageCooperative,388620,ANAND,GUJARAT,22.313119,72.619403,2314.0,liters,0.11884183232497839
158,Retail,388620,ANAND,GUJARAT,22.313119,72.619403,,,
159,VillageCooperative,388620,ANAND,GUJARAT,22.4888128,72.6579775,3639.0,liters,0.07557021159659247
160,Retail,388620,ANAND,GUJARAT,22.4888128,72.6579775,,,
161,VillageCooperative,388620,ANAND,GUJARAT,22.313121,72.619401,2359.0,liters,0.1165748198389148
162,Retail,388620,ANAND,GUJARAT,22.313121,72.619401,,,
163,VillageCooperative,388620,ANAND,GUJARAT,22.3171434,72.6365436,3800.0,liters,0.07236842105263158
164,Retail,388620,ANAND,GUJARAT,22.3171434,72.6365436,,,
165,VillageCooperative,388440,ANAND,GUJARAT,22.476649,72.799202,1775.0,liters,0.15492957746478872
166,Retail,388440,ANAND,GUJARAT,22.476649,72.799202,,,
167,VillageCooperative,388450,ANAND,GUJARAT,22.476645,72.799206,4480.0,liters,0.06138392857142857
168,Retail,388450,ANAND,GUJARAT,22.476645,72.799206,,,
169,VillageCooperative,388450,ANAND,GUJARAT,22.4948952,72.8216261,2807.0,liters,0.09796936230851443
170,Retail,388450,ANAND,GUJARAT,22.4948952,72.8216261,,,
171,VillageCooperative,388450,ANAND,GUJARAT,22.47665,72.799201,3461.0,liters,0.07945680439179428
172,Retail,388450,ANAND,GUJARAT,22.47665,72.799201,,,
173,VillageCooperative,388460,ANAND,GUJARAT,22.66785,73.02535,3578.0,liters,0.07685858021240917
174,Retail,388460,ANAND,GUJARAT,22.66785,73.02535,,,
175,VillageCooperative,387240,ANAND,GUJARAT,22.7084774,72.663892,2093.0,liters,0.13139034878165312
176,Retail,387240,ANAND,GUJARAT,22.7084774,72.663892,,,
177,VillageCooperative,387240,ANAND,GUJARAT,22.536595,72.7218049,3295.0,liters,0.0834597875569044
178,Retail,387240,ANAND,GUJARAT,22.536595,72.7218049,,,
179,VillageCooperative,388480,ANAND,GUJARAT,22.45343,72.8239502,4007.0,liters,0.06862989767906164
180,Retail,388480,ANAND,GUJARAT,22.45343,72.8239502,,,
181,VillageCooperative,388180,ANAND,GUJARAT,22.501,72.60895,3017.0,liters,0.09115014915478953
182,Retail,388180,ANAND,GUJARAT,22.501,72.60895,,,
183,VillageCooperative,388180,ANAND,GUJARAT,22.4888118,72.6579785,3116.0,liters,0.08825417201540436
184,Retail,388180,ANAND,GUJARAT,22.4888118,72.6579785,,,
185,VillageCooperative,388180,ANAND,GUJARAT,22.501,72.60895,2548.0,liters,0.10792778649921507
186,Retail,388180,ANAND,GUJARAT,22.501,72.60895,,,
187,VillageCooperative,388180,ANAND,GUJARAT,22.4888118,72.6579785,4596.0,liters,0.05983463881636206
188,Retail,388180,ANAND,GUJARAT,22.4888118,72.6579785,,,
189,VillageCooperative,388180,ANAND,GUJARAT,22.560876,72.954766,2369.0,liters,0.11608273533136344
190,Retail,388180,ANAND,GUJARAT,22.560876,72.954766,,,
191,VillageCooperative,388180,ANAND,GUJARAT,22.4888088,72.6579815,2109.0,liters,0.13039355144618303
192,Retail,388180,ANAND,GUJARAT,22.4888088,72.6579815,,,
193,VillageCooperative,387310,ANAND,GUJARAT,22.5813,72.9371,654.0,liters,0.42048929663608564
194,Retail,387310,ANAND,GUJARAT,22.5813,72.9371,,,
195,Retail,392220,VADODARA,GUJARAT,21.926681,73.125971,,,
196,Retail,392220,VADODARA,GUJARAT,21.909832,73.080751,,,
197,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.951107,72.940151,2600.0,liters,0.10576923076923077
198,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.980159,72.986654,4507.0,liters,0.06101619702684713
199,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.989089,72.869271,1896.0,liters,0.145042194092827
200,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.957338,73.103241,2571.0,liters,0.10696227148969273
201,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.55031,73.143812,1498.0,liters,0.1835781041388518
202,VillageCooperative,383235,SABAR KANTHA,GUJARAT,23.919088,72.937198,2998.0,liters,0.09172781854569713
203,VillageCooperative,385135,BANAS KANTHA,GUJARAT,72.45531,24.371783,3232.0,liters,0.08508663366336634
204,VillageCooperative,385135,BANAS KANTHA,GUJARAT,24.386892000000003,72.579633,3662.0,liters,0.07509557618787548
205,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.426631,72.277459,4947.0,liters,0.05558924600768142
206,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.494102,72.298552,641.0,liters,0.4290171606864275
207,VillageCooperative,385545,BANAS KANTHA,GUJARAT,72.131503,24.523675999999995,4090.0,liters,0.06723716381418093
208,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.498936,72.246097,623.0,liters,0.44141252006420545
209,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.44394,72.224313,3689.0,liters,0.07454594741122256
210,VillageCooperative,385421,BANAS KANTHA,GUJARAT,23.985514,72.466819,2418.0,liters,0.11373035566583954
211,VillageCooperative,385550,BANAS KANTHA,GUJARAT,24.018837,71.876873,1855.0,liters,0.14824797843665768
212,VillageCooperative,387380,ANAND,GUJARAT,22.6173,72.706,514.0,liters,0.5350194552529183
213,Retail,387380,ANAND,GUJARAT,22.6173,72.706,,,
214,VillageCooperative,388140,ANAND,GUJARAT,22.398448,72.899309,1662.0,liters,0.1654632972322503
215,Retail,388140,ANAND,GUJARAT,22.398448,72.899309,,,
216,VillageCooperative,388430,ANAND,GUJARAT,22.398457,72.8993,510.0,liters,0.5392156862745098
217,Retail,388430,ANAND,GUJARAT,22.398457,72.8993,,,
218,VillageCooperative,388625,ANAND,GUJARAT,22.4888118,72.6579785,1426.0,liters,0.19284712482468444
219,Retail,388625,ANAND,GUJARAT,22.4888118,72.6579785,,,
220,VillageCooperative,388625,ANAND,GUJARAT,22.31312,72.619402,2165.0,liters,0.12702078521939955
221,Retail,388625,ANAND,GUJARAT,22.31312,72.619402,,,
222,VillageCooperative,388550,ANAND,GUJARAT,22.313121,72.619401,535.0,liters,0.514018691588785
223,Retail,388550,ANAND,GUJARAT,22.313121,72.619401,,,
224,VillageCooperative,388620,ANAND,GUJARAT,22.4355,72.5924,2847.0,liters,0.0965929048120829
225,Retail,388620,ANAND,GUJARAT,22.4355,72.5924,,,
226,VillageCooperative,388620,ANAND,GUJARAT,22.313119,72.619403,1262.0,liters,0.2179080824088748
227,Retail,388620,ANAND,GUJARAT,22.313119,72.619403,,,
228,VillageCooperative,388620,ANAND,GUJARAT,22.313118,72.619404,1909.0,liters,0.14405447878470404
229,Retail,388620,ANAND,GUJARAT,22.313118,72.619404,,,
230,VillageCooperative,388620,ANAND,GUJARAT,22.313119,72.619403,1687.0,liters,0.16301126259632484
231,Retail,388620,ANAND,GUJARAT,22.313119,72.619403,,,
232,VillageCooperative,388440,ANAND,GUJARAT,22.476647,72.799204,2051.0,liters,0.1340809361287177
233,Retail,388440,ANAND,GUJARAT,22.476647,72.799204,,,
234,VillageCooperative,388150,ANAND,GUJARAT,22.564518,72.928871,3339.0,liters,0.08235998802036539
235,Retail,388150,ANAND,GUJARAT,22.564518,72.928871,,,
236,VillageCooperative,388160,ANAND,GUJARAT,22.4577389,72.7509429,3125.0,liters,0.088
237,Retail,388160,ANAND,GUJARAT,22.4577389,72.7509429,,,
238,VillageCooperative,388450,ANAND,GUJARAT,22.4755491,72.8220026,1490.0,liters,0.18456375838926176
239,Retail,388450,ANAND,GUJARAT,22.4755491,72.8220026,,,
240,VillageCooperative,388450,ANAND,GUJARAT,22.476648,72.799203,840.0,liters,0.3273809523809524
241,Retail,388450,ANAND,GUJARAT,22.476648,72.799203,,,
242,VillageCooperative,388170,ANAND,GUJARAT,22.31312,72.619402,557.0,liters,0.49371633752244165
243,Retail,388170,ANAND,GUJARAT,22.31312,72.619402,,,
244,VillageCooperative,388170,ANAND,GUJARAT,22.313119,72.619403,1411.0,liters,0.19489723600283487
245,Retail,388170,ANAND,GUJARAT,22.313119,72.619403,,,
246,VillageCooperative,387240,ANAND,GUJARAT,22.546299,72.6631529,1628.0,liters,0.16891891891891891
247,Retail,387240,ANAND,GUJARAT,22.546299,72.6631529,,,
248,VillageCooperative,387240,ANAND,GUJARAT,22.5451977,72.8301968,3516.0,liters,0.07821387940841866
249,Retail,387240,ANAND,GUJARAT,22.5451977,72.8301968,,,
250,VillageCooperative,387240,ANAND,GUJARAT,22.536596,72.7218039,2464.0,liters,0.11160714285714286
251,Retail,387240,ANAND,GUJARAT,22.536596,72.7218039,,,
252,VillageCooperative,388480,ANAND,GUJARAT,22.398448,72.899309,2094.0,liters,0.13132760267430754
253,Retail,388480,ANAND,GUJARAT,22.398448,72.899309,,,
254,VillageCooperative,388480,ANAND,GUJARAT,22.45375,72.8166228,4757.0,liters,0.05780954383014505
255,Retail,388480,ANAND,GUJARAT,22.45375,72.8166228,,,
256,VillageCooperative,388480,ANAND,GUJARAT,22.5120299,72.7444279,927.0,liters,0.296655879180151
257,Retail,388480,ANAND,GUJARAT,22.5120299,72.7444279,,,
258,VillageCooperative,388180,ANAND,GUJARAT,22.488881,72.6579795,2631.0,liters,0.10452299505891297
259,Retail,388180,ANAND,GUJARAT,22.488881,72.6579795,,,
260,VillageCooperative,388180,ANAND,GUJARAT,22.4888098,72.6579805,3154.0,liters,0.08719086873811034
261,Retail,388180,ANAND,GUJARAT,22.4888098,72.6579805,,,
262,VillageCooperative,388180,ANAND,GUJARAT,22.488881,72.6579795,1788.0,liters,0.15380313199105144
263,Retail,388180,ANAND,GUJARAT,22.488881,72.6579795,,,
264,VillageCooperative,388180,ANAND,GUJARAT,22.4888148,72.6579755,4366.0,liters,0.06298671552908841
265,Retail,388180,ANAND,GUJARAT,22.4888148,72.6579755,,,
266,VillageCooperative,385550,BANAS KANTHA,GUJARAT,24.040036,71.845484,4654.0,liters,0.05908895573700043
267,VillageCooperative,385550,BANAS KANTHA,GUJARAT,24.092237,71.898283,3235.0,liters,0.08500772797527048
268,VillageCooperative,385550,BANAS KANTHA,GUJARAT,24.062799,71.937858,1226.0,liters,0.22430668841761828
269,VillageCooperative,385570,BANAS KANTHA,GUJARAT,24.150454,71.415094,4474.0,liters,0.06146624944121591
270,VillageCooperative,385570,BANAS KANTHA,GUJARAT,24.231792,71.358661,1392.0,liters,0.19755747126436782
271,VillageCooperative,385555,BANAS KANTHA,GUJARAT,23.938713,71.830099,1571.0,liters,0.17504774029280712
272,VillageCooperative,385555,BANAS KANTHA,GUJARAT,23.929875,71.876087,2426.0,liters,0.1133553173948887
273,VillageCooperative,385565,BANAS KANTHA,GUJARAT,24.532796,71.79868,4008.0,liters,0.0686127744510978
274,VillageCooperative,385565,BANAS KANTHA,GUJARAT,24.587269,71.9685,1081.0,liters,0.2543940795559667
275,VillageCooperative,385565,BANAS KANTHA,GUJARAT,24.319831,71.602295,4863.0,liters,0.05654945506888752
276,VillageCooperative,385565,BANAS KANTHA,GUJARAT,24.343246,71.686087,540.0,liters,0.5092592592592593
277,VillageCooperative,385565,BANAS KANTHA,GUJARAT,24.551917,71.69417,1824.0,liters,0.15076754385964913
278,VillageCooperative,385540,BANAS KANTHA,GUJARAT,24.206057,72.200315,1129.0,liters,0.24357838795394154
279,VillageCooperative,385540,BANAS KANTHA,GUJARAT,24.126118,72.076094,4638.0,liters,0.059292798620094865
280,VillageCooperative,385540,BANAS KANTHA,GUJARAT,24.164729,72.089096,3317.0,liters,0.0829062405788363
281,VillageCooperative,385520,BANAS KANTHA,GUJARAT,24.060571,72.328011,4261.0,liters,0.06453884064773527
282,VillageCooperative,385520,BANAS KANTHA,GUJARAT,24.07115,72.36367,615.0,liters,0.44715447154471544
283,VillageCooperative,385520,BANAS KANTHA,GUJARAT,24.085342,72.36737,4753.0,liters,0.05785819482432148
284,VillageCooperative,385520,BANAS KANTHA,GUJARAT,24.044667,72.340435,991.0,liters,0.27749747729566093
285,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.464368,72.343692,2145.0,liters,0.1282051282051282
286,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.538951,72.318871,4444.0,liters,0.06188118811881188
287,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.546484,72.254428,517.0,liters,0.5319148936170213
288,VillageCooperative,385545,BANAS KANTHA,GUJARAT,24.526629,72.300531,4581.0,liters,0.060030561012879284
